Gene	Length	Cell1	Cell2	Cell3	Cell4	Cell5	Cell6	Cell7	Cell8	Cell9	Cell10	Cell11	Cell12
NM_028261	2302	1	0	0	37	0	28	1	0	0	2	4	0
NM_028262	2695	313	220	309	44	109	141	37	82	49	29	22	53
NM_028263	1756	0	0	0	52	0	0	0	0	0	1	0	0
NM_028264	2280	299	378	21	211	143	119	18	227	200	90	98	13
NM_028266	5205	0	0	0	0	0	0	7	0	0	0	0	0
NM_028270	2302	148	0	0	64	0	0	0	0	0	10	0	1
NM_028273	2076	1208	1170	1581	498	459	635	342	368	450	378	503	463
NM_028274	1261	681	884	1182	123	79	222	75	93	106	38	72	143
NM_028275	911	0	0	0	0	0	0	0	0	0	0	0	0
NM_028276	2431	1763	2199	2476	1073	346	802	504	945	557	831	601	1495
NM_028277	4842	1	0	0	0	0	0	0	0	0	0	0	0
NM_028279	2690	161	0	0	0	3	0	0	0	0	1	0	0
NM_028281	546	3	2	4	6	0	2	7	1	2	13	5	0
NM_028283	4428	221	405	196	153	94	135	44	212	10	68	90	308
NM_028284	1419	16	353	125	40	17	107	31	413	124	31	79	202
NM_028287	2364	455	123	7	82	0	117	17	9	17	53	46	108
NM_028288	4997	3975	4042	4460	2034	1877	2335	627	999	1503	988	1167	2592
NM_028291	4313	609	232	330	160	115	76	81	198	48	164	112	203
NM_028292	2361	455	459	247	144	104	80	67	138	114	35	18	118
NM_028295	1809	134	289	163	55	34	20	53	30	61	19	67	56
NM_028296	3130	0	0	0	0	0	0	0	0	0	0	0	0
NM_028298	4072	531	501	710	72	63	170	115	225	172	24	166	135
NM_028299	1182	1544	942	290	833	399	563	267	374	585	481	195	579
NM_028300	1234	8	0	0	0	1	74	2	1	15	0	58	58
NM_028301	2483	48	4	180	79	43	90	38	23	23	43	2	3
NM_028303	1015	274	35	625	226	150	301	92	287	173	92	111	89
NM_028304	3590	413	347	1086	439	212	161	49	200	298	399	66	224
NM_028306	2943	0	0	0	0	0	0	0	1	0	0	0	0
NM_028307	2650	67	164	249	79	1	1	1	3	10	179	0	0
NM_028308	1456	131	378	189	78	56	116	38	3	8	63	19	275
NM_028310	1636	0	0	0	0	0	10	5	2	0	2	1	0
NM_028312	820	33	130	133	68	37	13	37	54	40	55	13	47
NM_028314	1105	652	543	691	200	144	304	226	181	426	135	145	358
NM_028315	3722	1055	2077	1473	339	588	173	327	479	270	408	320	833
NM_028316	4211	378	391	120	128	8	51	40	129	139	23	27	97
NM_028317	4363	2	1	0	0	65	2	0	1	1	0	1	1
NM_028319	6840	1177	940	928	272	108	67	46	61	322	318	20	1010
NM_028320	2024	2141	1597	1383	427	387	718	403	536	324	164	182	260
NM_028325	2189	0	0	0	12	3	0	0	0	80	0	0	0
NM_028326	2868	0	0	1	0	0	0	0	0	47	23	0	0
NM_028331	1654	0	1	0	0	0	0	0	0	0	0	0	0
NM_028333	2190	0	0	0	0	0	0	0	0	0	0	0	0
NM_028334	1283	679	1520	2001	898	481	615	371	538	511	425	625	761
NM_028335	3661	3	1	1	53	0	0	0	87	0	0	59	1
NM_028336	1264	455	448	325	90	52	111	48	63	9	15	18	3
NM_028339	2320	201	28	412	265	5	90	15	24	102	44	61	124
NM_028341	2115	1	0	0	31	1	1	0	0	0	3	0	0
NM_028343	3693	948	217	986	420	224	372	44	191	220	62	140	147
NM_028347	1170	74	2	4	2	16	13	16	14	0	7	0	21
NM_028349	4241	636	76	551	88	1	88	119	10	43	19	48	84
NM_028351	2354	0	0	0	0	0	0	0	0	0	0	0	0
NM_028352	4582	391	279	376	265	25	117	130	116	115	135	229	334
NM_028354	2055	383	336	64	189	127	145	174	115	161	96	97	101
NM_028355	2576	270	553	227	347	145	221	93	226	52	107	127	150
NM_028356	1591	448	241	774	1	74	109	46	1	47	114	50	50
NM_028357	3219	0	0	0	0	0	0	0	0	0	0	0	0
NM_028358	1063	768	847	1161	301	377	168	199	296	243	183	328	302
NM_028360	3419	722	744	316	283	215	173	112	175	105	137	74	143
NM_028364	1866	3069	1811	4064	1059	392	580	469	941	565	489	385	964
NM_028365	2829	51	0	0	0	27	11	0	0	2	2	0	0
NM_028369	2028	4	17	0	0	4	3	0	2	8	0	0	31
NM_028370	3499	0	0	0	0	0	0	13	0	1	0	0	0
NM_028372	3881	2	1	193	16	0	0	0	0	0	0	0	1
NM_028375	952	0	0	0	0	0	0	0	0	8	0	0	0
NM_028376	1306	0	1	0	0	0	0	0	1	0	33	0	24
NM_028377	2144	2	1	0	15	64	0	0	0	0	0	1	0
NM_028379	1332	417	491	951	164	74	32	115	61	134	31	31	174
NM_028381	1313	29	130	158	14	25	8	7	0	33	18	39	18
NM_028385	6470	126	110	76	31	13	38	32	22	26	17	17	158
NM_028386	1586	96	0	0	48	21	1	7	18	50	0	49	34
NM_028387	3552	4	25	160	61	38	3	2	65	0	14	28	128
NM_028388	1472	2187	2150	2337	1217	659	570	411	675	873	687	255	706
NM_028389	941	136	3	200	25	35	53	3	53	0	25	30	1
NM_028390	5421	3556	1246	1320	616	742	1820	378	433	297	461	403	1023
NM_028392	2029	2	0	0	0	0	0	0	0	0	0	0	0
NM_028394	559	0	0	2	96	0	386	74	53	74	77	40	1
NM_028398	1896	33	23	67	31	68	120	48	38	50	61	6	18
NM_028399	3514	337	241	292	93	26	140	86	197	41	51	109	70
NM_028402	3270	2	0	42	0	29	16	21	26	27	13	11	52
NM_028404	1895	99	202	241	71	55	87	8	1	0	9	0	0
NM_028407	5582	437	115	4	125	167	63	41	53	0	157	58	136
NM_028408	2727	0	0	0	0	0	0	0	0	0	0	0	0
NM_028410	3462	382	567	333	161	183	224	44	238	84	72	27	303
NM_028411	918	227	74	315	56	37	118	30	51	31	59	29	17
NM_028412	2735	111	11	6	239	1	40	27	56	57	15	15	40
NM_028416	2117	0	0	0	0	0	0	0	0	0	0	0	0
NM_028417	904	10	0	59	0	0	0	0	0	0	0	0	0
NM_028419	930	467	493	656	293	158	136	134	207	243	105	115	81
NM_028420	1282	67	0	0	0	0	0	0	64	0	1	2	1
NM_028421	3784	1	0	1	1	0	1	1	10	1	0	48	0
NM_028422	1605	130	2	292	80	50	55	32	1	33	44	73	58
NM_028426	920	0	0	0	0	0	0	0	0	0	0	0	0
NM_028427	1123	189	152	274	85	66	95	31	52	102	21	58	116
NM_028428	3344	54	5	3	20	0	4	0	0	5	12	0	13
NM_028430	1070	2	1	1	0	0	16	0	0	0	0	1	0
NM_028431	1596	1277	783	1545	455	273	286	205	178	227	370	128	448
NM_028434	849	0	0	0	0	0	0	0	0	0	0	0	0
NM_028439	488	2	61	181	117	14	25	23	86	77	57	13	57
NM_028440	809	495	645	1040	407	62	3	45	76	182	204	0	6
NM_028443	1650	2	136	0	1	0	0	0	0	0	0	0	0
NM_028444	1026	0	0	0	0	0	0	0	1	22	0	0	34
NM_028446	6447	8	7	3	1	0	0	0	2	0	13	0	1
NM_028447	4793	549	29	186	73	136	83	26	48	63	120	430	182
NM_028448	1033	571	164	366	159	79	116	135	162	103	105	64	208
NM_028450	2976	0	21	0	1	0	0	28	0	53	10	0	1
NM_028451	6613	583	1486	797	509	171	570	155	440	536	329	195	374
NM_028453	1670	101	3	73	40	0	1	2	62	3	1	0	2
NM_028454	1479	264	261	4	53	92	0	19	66	14	10	20	0
NM_028455	1483	402	200	7	22	20	166	81	166	18	37	13	2
NM_028456	1609	109	0	294	1	38	7	21	78	37	26	1	145
NM_028457	1990	242	669	662	14	25	175	43	135	31	38	108	6
NM_028459	4312	1330	114	996	198	519	537	173	671	182	142	118	434
NM_028460	4501	1	0	0	0	0	9	0	1	0	0	0	0
NM_028462	2308	0	0	0	0	0	0	0	0	0	0	0	0
NM_028464	2644	30	0	1	17	0	0	0	0	0	0	0	0
NM_028469	1461	410	150	469	88	163	99	40	128	93	84	177	139
NM_028472	3793	21	23	18	0	0	0	0	0	0	0	0	0
NM_028473	461	0	0	0	0	0	0	0	0	0	7	0	0
NM_028475	3509	578	394	630	163	131	207	117	300	184	98	148	137
NM_028476	1976	1	45	0	31	0	19	7	0	12	5	0	0
NM_028477	864	0	0	0	0	0	0	0	0	0	0	0	0
NM_028478	1958	0	0	0	39	25	1	0	0	1	33	0	0
NM_028479	1192	195	66	68	23	28	50	57	51	68	49	25	8
NM_028480	3248	0	0	0	0	0	0	0	0	0	0	0	0
NM_028481	4657	236	8	356	30	2	38	72	48	101	84	11	12
NM_028483	768	0	0	0	0	0	0	0	0	0	0	0	0
NM_028484	1097	0	0	0	23	0	0	0	0	0	0	0	5
NM_028487	3624	3043	1802	2174	600	678	712	431	1049	634	471	365	551
NM_028491	1238	0	0	0	0	0	0	0	0	0	0	0	0
NM_028492	1800	0	0	0	8	0	8	0	0	0	24	0	0
NM_028493	4937	17	168	382	199	143	17	60	327	148	106	2	207
NM_028494	2345	0	0	0	0	0	0	0	0	0	0	0	0
NM_028499	1210	0	0	0	0	0	0	0	0	0	0	0	0
NM_028500	1301	0	0	0	0	0	0	1	0	0	0	0	28
NM_028504	2185	7	0	36	4	12	58	2	10	1	1	3	1
NM_028505	914	224	176	182	76	97	2	3	0	26	21	29	92
NM_028513	1440	0	0	0	0	0	0	0	0	0	0	0	0
NM_028514	1339	0	0	0	0	0	0	0	0	0	0	0	0
NM_028521	2104	288	15	299	108	102	79	46	138	48	13	20	127
NM_028522	1072	0	0	0	0	0	0	0	0	0	0	0	0
NM_028523	6487	228	379	877	117	169	56	49	187	219	206	38	265
NM_028524	865	0	0	0	0	0	0	0	0	0	0	0	0
NM_028525	1023	0	0	0	0	0	0	0	0	0	0	0	0
NM_028526	703	1	0	0	0	0	0	0	0	0	0	0	0
NM_028527	3841	0	0	0	0	0	0	0	0	0	0	0	0
NM_028527	3841	0	0	0	0	0	0	0	0	0	0	0	0
NM_028528	1095	0	0	0	0	0	0	0	0	0	0	0	0
NM_028529	1099	0	0	0	1	0	0	0	0	0	0	0	0
NM_028532	644	0	0	0	0	0	4	0	0	0	0	0	0
NM_028533	2771	1	1	0	0	0	0	0	0	0	10	0	0
NM_028534	2259	400	644	278	74	161	622	145	332	294	161	33	435
NM_028536	2673	373	6	137	89	0	60	24	42	40	19	11	62
NM_028538	5158	254	4	0	23	0	1	0	0	3	0	15	0
NM_028540	898	0	0	0	0	0	0	0	0	1	0	0	0
NM_028543	3385	1	5	92	71	1	1	38	40	0	0	9	65
NM_028544	3152	139	70	308	73	27	16	43	53	43	25	1	2
NM_028547	2270	0	0	0	0	0	0	0	0	0	0	0	0
NM_028550	1647	0	0	0	0	0	0	0	0	0	0	0	0
NM_028554	1048	0	0	0	0	0	0	0	0	0	0	0	0
NM_028557	828	0	0	0	0	0	0	0	0	0	0	0	0
NM_028560	1047	2	0	0	0	0	0	0	0	0	0	0	0
NM_028561	1976	0	0	0	0	0	0	0	0	0	0	0	0
NM_028562	871	0	0	0	0	0	0	0	0	0	0	0	0
NM_028567	3096	6	328	265	57	44	53	27	3	23	68	0	42
NM_028568	823	0	0	0	0	0	0	0	0	0	0	0	0
NM_028572	3331	1	11	0	0	0	15	10	0	0	0	127	1
NM_028576	1439	95	0	210	6	20	40	10	64	9	21	0	1
NM_028584	2451	0	3	116	10	1	79	0	0	4	3	0	0
NM_028589	975	0	0	0	0	0	0	0	0	0	0	0	0
NM_028593	5208	0	2	1	0	0	1	0	0	0	0	0	0
NM_028595	1735	0	1	0	0	0	0	0	0	0	0	0	0
NM_028596	3766	166	5	31	44	0	51	18	24	7	11	0	79
NM_028597	2325	233	268	408	36	227	180	110	101	153	97	59	87
NM_028599	2612	2244	2423	1932	779	676	694	488	1025	535	294	560	1441
NM_028601	4203	672	390	390	402	169	302	124	135	152	87	52	103
NM_028602	1739	229	282	571	83	74	320	25	330	87	44	25	10
NM_028603	2229	797	536	663	191	172	100	50	202	57	171	209	239
NM_028604	2359	639	397	417	97	179	295	73	132	245	85	176	222
NM_028607	890	11	0	8	6	0	6	2	2	0	1	0	3
NM_028608	1081	213	183	134	54	74	46	79	86	21	55	73	145
NM_028610	1534	430	476	503	88	192	245	105	157	37	73	42	195
NM_028611	2303	530	643	525	274	249	241	192	162	138	40	160	87
NM_028614	3623	1517	821	1723	522	344	360	363	616	324	257	229	540
NM_028615	1941	130	204	323	47	77	102	49	81	42	33	41	87
NM_028617	1062	142	147	309	77	85	152	32	38	101	48	79	17
NM_028618	648	0	1	0	0	13	23	0	0	0	0	0	1
NM_028621	748	0	0	0	0	0	0	0	0	0	0	0	0
NM_028622	724	0	0	0	0	0	0	0	0	0	0	0	0
NM_028623	3951	0	0	0	0	0	0	0	0	0	0	0	0
NM_028624	721	0	0	0	0	0	16	0	0	0	0	0	0
NM_028625	715	0	1	0	0	0	0	0	0	0	0	0	0
NM_028626	696	589	111	124	47	38	122	117	184	51	107	31	167
NM_028627	3900	0	0	0	7	0	0	0	0	0	0	0	0
NM_028628	670	0	0	0	0	0	0	0	0	0	0	0	0
NM_028629	2729	0	0	0	0	0	0	0	0	0	0	0	0
NM_028632	694	228	337	285	171	132	162	57	110	133	77	143	77
NM_028633	1365	94	194	122	137	98	61	19	129	51	33	87	132
NM_028634	1119	241	425	267	109	19	25	28	1	48	2	7	98
NM_028636	3221	374	169	154	80	65	207	81	89	64	43	68	229
NM_028637	1470	771	353	43	105	49	107	36	119	2	83	1	50
NM_028638	3652	1	1	0	0	0	1	0	0	0	0	0	0
NM_028639	4603	0	2	0	0	0	0	0	1	0	0	9	1
NM_028640	4016	170	118	77	46	1	24	40	0	0	37	4	49
NM_028643	2310	132	0	11	81	44	119	28	112	1	44	18	68
NM_028647	1051	0	0	0	0	0	0	0	0	0	0	0	0
NM_028648	1301	0	0	0	0	1	0	0	0	0	0	0	0
NM_028651	3390	5	3	0	69	0	34	20	2	40	46	1	0
NM_028654	915	2	2	0	0	0	0	0	0	0	0	0	0
NM_028655	2412	0	0	0	0	0	0	0	0	0	0	0	0
NM_028657	1702	5	0	0	10	4	0	3	0	0	0	0	2
NM_028658	3133	327	154	369	99	2	81	68	139	88	19	45	103
NM_028659	773	4121	5535	2883	1574	1680	1664	619	1745	835	774	920	1762
NM_028660	1475	3	0	0	3	0	0	0	0	0	0	0	0
NM_028662	2138	312	205	16	138	86	81	77	258	76	29	33	248
NM_028664	3723	280	9	303	0	0	45	13	15	54	3	0	0
NM_028665	2782	0	0	0	0	63	37	0	0	0	29	0	0
NM_028666	1892	56	10	4	265	15	226	4	0	27	17	194	3
NM_028667	3574	5	176	2	146	1	31	16	125	32	11	0	1
NM_028671	736	0	0	0	0	0	0	0	0	0	0	0	0
NM_028677	777	22	14	32	8	10	4	4	11	8	2	6	7
NM_028679	2969	371	290	468	25	71	47	1	81	57	1	145	3
NM_028680	2540	209	252	225	67	147	258	46	195	35	45	30	40
NM_028696	2838	505	160	432	168	77	134	79	187	81	212	43	103
NM_028705	4729	508	122	249	77	2	56	38	2	44	1	19	68
NM_028707	4605	315	2	1	0	0	1	0	0	0	34	0	0
NM_028708	5155	0	0	0	1	0	0	0	0	0	0	0	1
NM_028709	5787	6	4	191	22	2	99	57	97	1	0	2	139
NM_028710	2967	0	0	0	0	0	0	0	1	0	0	0	0
NM_028711	2687	44	96	29	14	1	64	0	27	0	0	0	15
NM_028712	4197	361	380	11	39	79	251	62	0	44	51	0	0
NM_028713	3676	3	4	3	4	0	0	0	1	1	1	0	1
NM_028715	3160	29	21	45	9	16	106	10	17	0	15	10	1
NM_028716	3743	2	1	7	0	0	0	0	0	18	0	0	0
NM_028717	6512	899	190	157	146	190	133	149	163	85	31	104	204
NM_028718	2448	8	2	18	68	0	4	1	2	38	0	3	19
NM_028719	3654	0	0	0	0	0	1	0	0	0	0	0	0
NM_028720	3334	2309	2302	723	655	1085	420	304	716	403	352	342	722
NM_028721	5894	126	66	0	65	85	7	6	6	1	21	39	92
NM_028722	4340	808	645	730	582	140	243	85	106	246	294	225	519
NM_028724	4657	267	133	3	155	0	36	36	43	1	47	1	180
NM_028725	2835	0	0	0	0	0	0	23	0	0	0	0	0
NM_028727	2280	54	126	90	17	28	58	12	22	17	22	24	21
NM_028728	2759	0	0	0	0	0	0	0	0	0	1	0	0
NM_028730	4086	3	55	2	35	9	40	11	1	70	1	1	88
NM_028731	5541	1408	59	341	170	9	104	56	151	84	33	98	42
NM_028732	4846	9	7	26	35	3	1	0	1	10	0	116	0
NM_028733	1993	134	3	138	51	97	38	15	1	44	21	0	67
NM_028734	10396	161	1	0	219	0	227	4	68	25	60	120	2
NM_028735	4182	0	0	0	0	13	1	0	0	2	0	0	0
NM_028736	3528	0	1	0	0	0	0	0	0	31	15	0	0
NM_028737	3970	1	0	1	1	0	0	0	0	0	1	0	1
NM_028742	1534	0	0	0	0	0	0	0	0	0	0	0	0
NM_028744	3070	279	69	800	239	237	43	61	159	109	89	110	202
NM_028746	2134	0	0	0	0	0	0	0	0	0	0	0	0
NM_028747	1598	0	0	0	0	0	0	0	0	0	0	0	0
NM_028748	3500	0	0	0	19	0	0	6	1	0	0	0	0
NM_028749	1403	191	206	166	58	56	6	14	8	7	8	81	36
NM_028751	2557	424	436	233	274	81	330	101	161	84	55	47	243
NM_028752	2641	260	132	10	252	106	97	43	100	226	63	10	25
NM_028753	792	309	770	738	290	118	103	95	238	252	137	106	87
NM_028754	1551	406	8	167	80	151	219	60	34	52	88	88	174
NM_028755	2349	0	0	0	1	0	0	0	0	0	0	0	0
NM_028756	4200	34	58	104	24	6	51	1	71	14	39	12	5
NM_028757	2980	0	0	0	0	0	0	0	0	0	0	0	0
NM_028758	4891	2526	1928	520	618	1380	694	478	1176	514	414	514	1155
NM_028759	3303	158	3	146	66	20	0	1	76	7	42	1	0
NM_028760	2683	727	639	1243	167	50	435	121	478	44	32	245	1040
NM_028761	2902	622	516	234	267	156	215	125	85	153	79	63	415
NM_028762	3952	850	538	119	174	237	189	168	163	64	118	181	108
NM_028763	5449	389	199	543	122	54	135	34	116	76	60	10	85
NM_028765	2859	1	5	1	0	0	0	1	0	0	0	0	0
NM_028766	2850	24	322	248	32	4	344	68	65	68	49	35	68
NM_028767	3986	127	225	46	102	40	141	9	13	65	8	9	57
NM_028768	2924	653	114	9	101	57	96	51	209	77	132	220	264
NM_028769	3376	282	124	12	202	63	126	84	122	63	120	25	87
NM_028770	1774	0	0	0	0	0	0	0	0	0	0	0	1
NM_028771	2986	131	146	259	94	88	46	43	135	81	58	60	66
NM_028772	2979	0	0	0	7	3	4	4	6	1	3	2	3
NM_028773	2584	0	0	0	0	0	0	0	0	0	0	0	0
NM_028774	3322	199	207	13	177	118	300	110	56	140	139	43	126
NM_028775	2621	14	2	207	3	2	42	2	0	0	6	92	3
NM_028776	4069	860	346	693	230	286	107	130	316	102	103	119	131
NM_028777	2745	706	178	630	94	161	997	83	114	83	53	107	70
NM_028778	3095	0	0	0	36	0	29	1	29	11	0	0	0
NM_028779	3650	363	394	674	130	72	270	101	309	128	122	184	156
NM_028780	2516	103	465	229	92	95	80	54	61	76	92	12	173
NM_028782	2965	1205	1020	691	478	395	386	439	260	255	225	151	444
NM_028783	3689	1	0	0	1	0	460	1	3	44	1	0	0
NM_028784	3859	0	0	0	0	0	0	0	1	0	0	0	0
NM_028785	7810	0	0	0	0	0	0	1	1	0	1	0	0
NM_028787	2597	157	113	585	118	34	103	82	30	21	87	0	236
NM_028788	3606	0	0	0	0	0	48	0	0	0	0	0	0
NM_028789	3414	0	0	2	0	0	0	0	0	0	0	1	0
NM_028790	3049	0	0	0	0	0	0	0	0	0	0	0	0
NM_028791	3754	582	173	285	187	129	185	86	132	222	114	73	132
NM_028792	3394	639	438	130	140	82	156	76	35	84	43	31	140
NM_028793	3596	467	139	11	46	18	36	49	0	49	19	0	67
NM_028794	1334	365	293	332	127	116	130	88	117	175	180	80	202
NM_028797	720	127	0	3	1	0	0	2	0	0	0	0	0
NM_028798	716	0	147	11	3	16	1	8	0	0	0	0	1
NM_028799	2531	0	0	0	0	0	0	0	0	0	0	0	0
NM_028800	3506	147	15	242	79	47	33	91	164	49	36	5	53
NM_028801	14963	0	0	0	0	0	0	0	0	0	0	1	0
NM_028802	3700	16	45	8	8	17	1	17	141	67	62	1	5
NM_028803	2846	1	1	5	55	1	33	26	14	104	13	0	0
NM_028804	2658	16	310	0	41	38	135	8	29	30	28	31	190
NM_028805	3425	263	302	12	78	95	306	54	11	62	15	40	91
NM_028806	2591	118	0	0	0	0	0	0	1	2	0	0	0
NM_028807	2923	3	0	0	0	0	0	0	0	0	0	0	0
NM_028808	2528	0	0	0	0	0	0	0	0	0	0	0	0
NM_028809	1271	1292	1255	3103	617	780	525	200	724	383	244	163	399
NM_028810	2827	531	331	531	272	89	9	3	323	42	170	66	4
NM_028811	2722	1642	1556	1329	562	302	410	325	334	392	449	213	365
NM_028812	3058	507	1047	1679	332	562	417	454	690	174	249	277	126
NM_028813	2632	0	0	1	0	0	0	0	0	0	0	0	0
NM_028814	2997	715	757	985	164	276	219	66	200	73	117	147	132
NM_028815	7904	102	99	7	110	124	36	5	124	52	164	17	90
NM_028816	4452	705	1217	705	408	280	242	164	298	346	266	96	426
NM_028817	3949	2140	519	651	309	410	373	131	250	268	169	229	126
NM_028820	4933	23	233	8	31	4	102	4	69	69	29	2	109
NM_028821	5758	225	4	201	55	1	68	41	0	1	1	0	0
NM_028824	937	0	0	0	0	0	0	0	0	0	0	0	0
NM_028825	807	0	0	0	0	0	0	0	0	0	0	0	0
NM_028826	1689	0	0	0	0	0	0	0	0	0	0	4	0
NM_028829	4420	118	0	1	3	0	38	0	0	25	5	0	47
NM_028832	1538	528	195	8	57	59	34	6	5	8	59	28	6
NM_028833	4359	7	121	384	1	1	25	12	27	36	19	21	4
NM_028834	1437	0	0	0	0	0	0	0	0	0	0	0	0
NM_028835	3059	16	100	1	21	27	113	26	2	28	14	20	1
NM_028836	2629	13	266	1	2	20	92	16	2	17	34	1	63
NM_028838	3655	1016	1828	570	46	127	117	116	542	3	3	54	186
NM_028839	3737	142	99	369	136	33	100	48	135	27	30	89	141
NM_028840	2931	650	869	1398	284	366	294	183	419	219	394	129	396
NM_028841	1493	188	0	26	47	6	18	1	0	21	17	0	0
NM_028843	633	0	0	0	0	0	0	0	0	0	0	0	0
NM_028844	1232	233	81	423	22	97	12	89	51	77	17	46	174
NM_028846	4970	57	7	2	0	21	30	0	0	1	15	0	0
NM_028847	1250	0	0	0	0	0	0	0	0	0	0	0	0
NM_028848	1303	0	1	0	0	0	0	1	0	0	0	0	0
NM_028849	616	0	0	0	0	0	0	0	0	0	0	2	0
NM_028850	1115	331	290	683	142	44	135	5	91	90	31	22	66
NM_028851	1454	0	0	0	0	0	0	0	0	0	0	0	0
NM_028852	1605	0	0	0	0	0	0	0	0	0	0	0	0
NM_028854	1097	0	0	0	0	0	5	0	0	0	0	0	0
NM_028855	1031	0	0	0	0	0	0	0	0	0	0	0	0
NM_028860	5674	669	334	383	187	144	407	36	109	100	151	130	285
NM_028862	3566	1589	848	1235	477	285	409	165	343	461	563	120	301
NM_028863	868	802	343	269	377	116	91	128	221	94	159	123	110
NM_028864	3396	2	54	2	4	1	2	2	12	3	1	36	4
NM_028865	1038	44	0	17	7	0	18	23	0	34	15	20	9
NM_028866	3993	250	908	576	80	271	101	142	162	70	122	92	197
NM_028868	2537	1055	1171	646	252	196	271	223	333	140	213	221	164
NM_028870	1576	2023	1666	491	7	356	512	579	840	111	46	73	75
NM_028871	2675	209	153	118	75	90	59	28	121	70	36	44	74
NM_028872	2988	100	2	28	73	25	14	11	36	45	19	1	6
NM_028873	4229	391	529	684	318	326	419	166	127	152	207	121	95
NM_028874	5541	1	81	420	12	65	57	1	30	53	48	1	58
NM_028875	2422	297	316	13	37	109	36	29	91	37	52	17	51
NM_028876	3751	535	816	575	220	182	237	62	415	88	172	109	245
NM_028877	2449	222	10	156	8	95	75	55	59	68	40	1	4
NM_028878	2439	1	0	0	0	0	0	0	0	0	0	0	0
NM_028880	2521	0	0	0	0	0	0	0	0	0	0	0	0
NM_028881	2629	291	110	81	29	10	65	16	44	20	44	50	27
NM_028882	4246	0	0	0	4	0	0	0	0	0	0	0	0
NM_028883	2574	4	1	0	17	0	19	0	0	0	1	0	38
NM_028886	3058	0	1	2	40	1	0	0	0	0	0	0	0
NM_028887	7047	1072	373	592	241	107	324	151	145	275	252	175	545
NM_028888	3313	111	191	237	46	0	63	8	29	64	58	0	104
NM_028889	1805	1	0	0	0	1	0	1	0	24	0	0	1
NM_028890	2585	42	0	191	37	15	17	20	41	30	9	21	13
NM_028892	7862	75	100	26	17	36	20	15	39	8	7	6	17
NM_028894	7370	4	5	3	0	0	0	0	1	1	0	0	0
NM_028898	6932	424	646	407	151	79	252	75	198	190	107	1	86
NM_028900	4050	354	4	123	27	49	9	0	6	0	25	11	28
NM_028901	7952	1	1	0	0	0	0	0	0	0	0	0	0
NM_028902	2867	818	636	1216	38	486	183	367	495	3	13	27	294
NM_028903	3770	1	0	0	0	0	6	0	0	32	39	0	0
NM_028904	3574	779	275	437	21	341	223	147	397	205	132	220	294
NM_028905	2684	0	0	1	0	0	0	0	0	0	0	0	0
NM_028906	4764	7	21	22	0	2	69	18	45	34	42	33	55
NM_028908	3491	184	1	1	46	0	67	37	0	95	6	1	32
NM_028910	3063	3	1	0	1	0	0	0	0	0	0	0	0
NM_028913	2412	984	11	125	7	500	115	26	134	46	1	1	34
NM_028914	2111	193	2	0	0	0	1	0	1	112	65	0	1
NM_028915	3358	6	247	4	41	121	3	41	141	4	87	1	46
NM_028916	2430	11	9	3	1	1	2	0	0	2	26	1	0
NM_028918	2818	1	1	1	0	0	108	9	1	0	1	0	0
NM_028920	3452	0	0	1	0	0	0	0	0	0	0	0	0
NM_028921	3077	0	0	0	0	1	30	0	0	0	0	0	1
NM_028922	2875	3	3	6	0	16	62	0	2	0	0	0	1
NM_028923	2313	131	200	224	20	29	115	26	80	44	22	115	19
NM_028924	2483	1	1	0	1	0	0	0	0	0	0	1	0
NM_028925	1796	389	199	180	94	67	240	34	201	91	99	54	103
NM_028927	2039	0	0	0	0	0	0	0	0	0	0	0	0
NM_028930	2925	0	0	0	0	0	0	0	0	0	0	0	0
NM_028932	4237	951	1137	285	362	423	399	236	638	339	266	252	445
NM_028933	3179	7	136	0	4	29	50	0	61	21	2	1	51
NM_028934	2751	532	324	82	62	4	25	44	0	17	2	139	1
NM_028935	3838	0	0	0	6	1	0	0	0	0	0	0	0
NM_028937	2348	353	69	0	0	17	0	15	22	0	0	16	17
NM_028938	2650	0	0	0	0	33	45	0	0	1	15	0	0
NM_028940	3559	8	3	137	110	0	79	13	9	3	14	0	9
NM_028941	4349	574	322	604	282	218	823	128	114	203	196	153	695
NM_028942	2433	0	0	0	0	0	0	0	0	0	0	0	0
NM_028943	5788	143	54	0	1	0	27	63	285	0	0	0	2
NM_028944	1810	29	0	0	0	0	1	0	0	15	0	0	0
NM_028945	7576	1857	600	1445	231	216	292	108	470	105	104	136	717
NM_028946	2245	188	169	531	98	331	227	55	6	46	59	29	201
NM_028947	1741	0	0	0	0	0	0	0	0	0	0	0	0
NM_028948	1627	1	1	0	0	0	0	0	0	0	0	0	1
NM_028950	2897	2	5	318	30	28	1	15	0	15	0	45	0
NM_028953	4073	1	0	0	0	0	0	0	0	0	0	0	0
NM_028956	3187	413	341	1086	439	212	161	49	200	298	399	66	224
NM_028957	2070	0	0	0	0	0	0	0	0	0	0	0	0
NM_028958	1736	0	0	0	0	0	184	2	0	0	0	0	0
NM_028959	3632	114	109	2	51	0	5	0	28	9	1	17	3
NM_028961	1429	0	0	0	0	0	0	0	0	0	0	0	0
NM_028963	4332	192	82	461	28	27	88	49	18	71	56	0	91
NM_028964	1622	0	0	0	0	0	0	0	0	0	0	0	0
NM_028965	2581	248	148	226	125	26	56	113	64	106	211	37	43
